subject,predicate,object,subject_type,predicate_type,object_type
DOC00324,RELATED_TO,PRJ013,Department,FOLLOWS,Project
DOC00325,AUTHORED_BY,U0002,Department,REPORTS_TO,Person
DOC00325,BELONGS_TO,D005,Department,WORKS_IN,Department
DOC00325,RELATED_TO,PRJ006,Department,WORKS_IN,Project
DOC00326,AUTHORED_BY,U0121,Department,RELATED_TO,Person
DOC00326,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00327,AUTHORED_BY,U0062,Department,ASSIGNED_TO,Person
DOC00327,BELONGS_TO,D003,Department,DEPENDS_ON,Department
DOC00327,RELATED_TO,PRJ020,Department,SPONSORS,Project
DOC00328,AUTHORED_BY,U0010,Department,WORKS_IN,Person
DOC00328,BELONGS_TO,D001,Department,PART_OF,Department
DOC00329,AUTHORED_BY,U0018,Department,WORKS_IN,Person
DOC00329,BELONGS_TO,D008,Department,FOLLOWS,Department
DOC00329,RELATED_TO,PRJ001,Department,WORKS_IN,Project
DOC00330,AUTHORED_BY,U0071,Department,DEPENDS_ON,Person
DOC00330,BELONGS_TO,D003,Department,AUTHORED_BY,Department
DOC00330,RELATED_TO,PRJ020,Department,MEMBER_OF,Project
DOC00331,AUTHORED_BY,U0091,Department,MANAGES,Person
DOC00331,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00331,RELATED_TO,PRJ020,Department,MANAGES,Project
DOC00332,AUTHORED_BY,U0149,Department,MANAGES,Person
DOC00332,BELONGS_TO,D008,Department,MANAGES,Department
DOC00332,RELATED_TO,PRJ008,Department,REFERENCES,Project
DOC00333,AUTHORED_BY,U0085,Department,FOLLOWS,Person
DOC00333,BELONGS_TO,D001,Department,SPONSORS,Department
DOC00333,RELATED_TO,PRJ003,Department,RELATED_TO,Project
DOC00334,AUTHORED_BY,U0013,Department,WORKS_IN,Person
DOC00334,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00334,RELATED_TO,PRJ006,Department,MANAGES,Project
DOC00335,AUTHORED_BY,U0074,Department,RELATED_TO,Person
DOC00335,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00335,RELATED_TO,PRJ015,Department,RELATED_TO,Project
DOC00336,AUTHORED_BY,U0041,Department,DEPENDS_ON,Person
DOC00336,BELONGS_TO,D003,Department,REFERENCES,Department
DOC00336,RELATED_TO,PRJ010,Department,ASSIGNED_TO,Project
DOC00337,AUTHORED_BY,U0015,Department,RELATED_TO,Person
DOC00337,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00337,RELATED_TO,PRJ003,Department,REFERENCES,Project
DOC00338,AUTHORED_BY,U0120,Department,SPONSORS,Person
DOC00338,BELONGS_TO,D005,Department,REFERENCES,Department
DOC00338,RELATED_TO,PRJ018,Department,REFERENCES,Project
DOC00339,AUTHORED_BY,U0105,Department,DEPENDS_ON,Person
DOC00339,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00339,RELATED_TO,PRJ005,Department,REFERENCES,Project
DOC00340,AUTHORED_BY,U0037,Department,AUTHORED_BY,Person
DOC00340,BELONGS_TO,D004,Department,SPONSORS,Department
DOC00341,AUTHORED_BY,U0150,Department,BELONGS_TO,Person
DOC00341,BELONGS_TO,D008,Department,WORKS_IN,Department
DOC00342,AUTHORED_BY,U0071,Department,AUTHORED_BY,Person
DOC00342,BELONGS_TO,D006,Department,MANAGES,Department
DOC00342,RELATED_TO,PRJ020,Department,ASSIGNED_TO,Project
DOC00343,AUTHORED_BY,U0130,Department,FOLLOWS,Person
DOC00343,BELONGS_TO,D005,Department,MEMBER_OF,Department
DOC00343,RELATED_TO,PRJ011,Department,SPONSORS,Project
DOC00344,AUTHORED_BY,U0060,Department,BELONGS_TO,Person
DOC00344,BELONGS_TO,D007,Department,PART_OF,Department
DOC00345,AUTHORED_BY,U0046,Department,AUTHORED_BY,Person
DOC00345,BELONGS_TO,D002,Department,BELONGS_TO,Department
DOC00345,RELATED_TO,PRJ010,Department,SPONSORS,Project
DOC00346,AUTHORED_BY,U0043,Department,FOLLOWS,Person
DOC00346,BELONGS_TO,D005,Department,WORKS_IN,Department
DOC00346,RELATED_TO,PRJ001,Department,SPONSORS,Project
DOC00347,AUTHORED_BY,U0029,Department,REPORTS_TO,Person
DOC00347,BELONGS_TO,D008,Department,WORKS_IN,Department
DOC00348,AUTHORED_BY,U0146,Department,RELATED_TO,Person
DOC00348,BELONGS_TO,D001,Department,REPORTS_TO,Department
DOC00348,RELATED_TO,PRJ002,Department,AUTHORED_BY,Project
DOC00349,AUTHORED_BY,U0085,Department,WORKS_IN,Person
DOC00349,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00350,AUTHORED_BY,U0150,Department,WORKS_IN,Person
DOC00350,BELONGS_TO,D006,Department,REPORTS_TO,Department
DOC00350,RELATED_TO,PRJ006,Department,DEPENDS_ON,Project
DOC00351,AUTHORED_BY,U0071,Department,ASSIGNED_TO,Person
DOC00351,BELONGS_TO,D005,Department,SPONSORS,Department
DOC00352,AUTHORED_BY,U0033,Department,REPORTS_TO,Person
DOC00352,BELONGS_TO,D001,Department,MANAGES,Department
DOC00352,RELATED_TO,PRJ009,Department,SPONSORS,Project
DOC00353,AUTHORED_BY,U0073,Department,MANAGES,Person
DOC00353,BELONGS_TO,D004,Department,WORKS_IN,Department
DOC00354,AUTHORED_BY,U0107,Department,FOLLOWS,Person
DOC00354,BELONGS_TO,D001,Department,BELONGS_TO,Department
DOC00355,AUTHORED_BY,U0111,Department,AUTHORED_BY,Person
DOC00355,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00356,AUTHORED_BY,U0130,Department,WORKS_IN,Person
DOC00356,BELONGS_TO,D004,Department,REFERENCES,Department
DOC00356,RELATED_TO,PRJ012,Department,MANAGES,Project
DOC00357,AUTHORED_BY,U0110,Department,PART_OF,Person
DOC00357,BELONGS_TO,D007,Department,FOLLOWS,Department
DOC00357,RELATED_TO,PRJ020,Department,WORKS_IN,Project
DOC00358,AUTHORED_BY,U0025,Department,MEMBER_OF,Person
DOC00358,BELONGS_TO,D007,Department,ASSIGNED_TO,Department
DOC00358,RELATED_TO,PRJ019,Department,RELATED_TO,Project
DOC00359,AUTHORED_BY,U0046,Department,REFERENCES,Person
DOC00359,BELONGS_TO,D004,Department,RELATED_TO,Department
DOC00359,RELATED_TO,PRJ016,Department,BELONGS_TO,Project
DOC00360,AUTHORED_BY,U0148,Department,ASSIGNED_TO,Person
DOC00360,BELONGS_TO,D002,Department,AUTHORED_BY,Department
DOC00360,RELATED_TO,PRJ008,Department,MANAGES,Project
DOC00361,AUTHORED_BY,U0060,Department,DEPENDS_ON,Person
DOC00361,BELONGS_TO,D003,Department,MANAGES,Department
DOC00361,RELATED_TO,PRJ007,Department,ASSIGNED_TO,Project
DOC00362,AUTHORED_BY,U0049,Department,REPORTS_TO,Person
DOC00362,BELONGS_TO,D005,Department,REPORTS_TO,Department
DOC00362,RELATED_TO,PRJ014,Department,REPORTS_TO,Project
DOC00363,AUTHORED_BY,U0118,Department,REPORTS_TO,Person
DOC00363,BELONGS_TO,D003,Department,REPORTS_TO,Department
DOC00364,AUTHORED_BY,U0057,Department,SPONSORS,Person
DOC00364,BELONGS_TO,D007,Department,REPORTS_TO,Department
DOC00365,AUTHORED_BY,U0127,Department,AUTHORED_BY,Person
DOC00365,BELONGS_TO,D007,Department,MEMBER_OF,Department
DOC00365,RELATED_TO,PRJ016,Department,REFERENCES,Project
DOC00366,AUTHORED_BY,U0085,Department,REPORTS_TO,Person
DOC00366,BELONGS_TO,D001,Department,PART_OF,Department
DOC00366,RELATED_TO,PRJ020,Department,AUTHORED_BY,Project
DOC00367,AUTHORED_BY,U0067,Department,PART_OF,Person
DOC00367,BELONGS_TO,D004,Department,REPORTS_TO,Department
DOC00368,AUTHORED_BY,U0067,Department,REPORTS_TO,Person
DOC00368,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00368,RELATED_TO,PRJ005,Department,DEPENDS_ON,Project
DOC00369,AUTHORED_BY,U0087,Department,REPORTS_TO,Person
DOC00369,BELONGS_TO,D008,Department,FOLLOWS,Department
DOC00370,AUTHORED_BY,U0038,Department,MEMBER_OF,Person
DOC00370,BELONGS_TO,D002,Department,RELATED_TO,Department
DOC00370,RELATED_TO,PRJ018,Department,BELONGS_TO,Project
DOC00371,AUTHORED_BY,U0143,Department,SPONSORS,Person
DOC00371,BELONGS_TO,D002,Department,REFERENCES,Department
DOC00371,RELATED_TO,PRJ018,Department,ASSIGNED_TO,Project
DOC00372,AUTHORED_BY,U0055,Department,RELATED_TO,Person
DOC00372,BELONGS_TO,D005,Department,WORKS_IN,Department
DOC00372,RELATED_TO,PRJ010,Department,AUTHORED_BY,Project
DOC00373,AUTHORED_BY,U0020,Department,FOLLOWS,Person
DOC00373,BELONGS_TO,D008,Department,RELATED_TO,Department
DOC00373,RELATED_TO,PRJ009,Department,AUTHORED_BY,Project
DOC00374,AUTHORED_BY,U0149,Department,REFERENCES,Person
DOC00374,BELONGS_TO,D001,Department,DEPENDS_ON,Department
DOC00374,RELATED_TO,PRJ019,Department,PART_OF,Project
DOC00375,AUTHORED_BY,U0078,Department,WORKS_IN,Person
DOC00375,BELONGS_TO,D001,Department,PART_OF,Department
DOC00376,AUTHORED_BY,U0025,Department,ASSIGNED_TO,Person
DOC00376,BELONGS_TO,D008,Department,WORKS_IN,Department
DOC00376,RELATED_TO,PRJ010,Department,ASSIGNED_TO,Project
DOC00377,AUTHORED_BY,U0008,Department,ASSIGNED_TO,Person
DOC00377,BELONGS_TO,D003,Department,BELONGS_TO,Department
DOC00377,RELATED_TO,PRJ008,Department,RELATED_TO,Project
DOC00378,AUTHORED_BY,U0125,Department,MEMBER_OF,Person
DOC00378,BELONGS_TO,D001,Department,RELATED_TO,Department
DOC00379,AUTHORED_BY,U0049,Department,PART_OF,Person
DOC00379,BELONGS_TO,D002,Department,REFERENCES,Department
DOC00379,RELATED_TO,PRJ018,Department,REPORTS_TO,Project
DOC00380,AUTHORED_BY,U0036,Department,BELONGS_TO,Person
DOC00380,BELONGS_TO,D002,Department,AUTHORED_BY,Department
DOC00380,RELATED_TO,PRJ017,Department,ASSIGNED_TO,Project
DOC00381,AUTHORED_BY,U0131,Department,FOLLOWS,Person
DOC00381,BELONGS_TO,D002,Department,AUTHORED_BY,Department
DOC00381,RELATED_TO,PRJ001,Department,AUTHORED_BY,Project
DOC00382,AUTHORED_BY,U0031,Department,ASSIGNED_TO,Person
DOC00382,BELONGS_TO,D004,Department,WORKS_IN,Department
DOC00383,AUTHORED_BY,U0122,Department,BELONGS_TO,Person
DOC00383,BELONGS_TO,D003,Department,MANAGES,Department
DOC00384,AUTHORED_BY,U0082,Department,PART_OF,Person
DOC00384,BELONGS_TO,D007,Department,BELONGS_TO,Department
DOC00384,RELATED_TO,PRJ008,Department,MANAGES,Project
DOC00385,AUTHORED_BY,U0114,Department,SPONSORS,Person
DOC00385,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00386,AUTHORED_BY,U0148,Department,REFERENCES,Person
DOC00386,BELONGS_TO,D005,Department,MANAGES,Department
DOC00387,AUTHORED_BY,U0105,Department,BELONGS_TO,Person
DOC00387,BELONGS_TO,D003,Department,MANAGES,Department
DOC00387,RELATED_TO,PRJ017,Department,WORKS_IN,Project
DOC00388,AUTHORED_BY,U0073,Department,SPONSORS,Person
DOC00388,BELONGS_TO,D002,Department,MANAGES,Department
DOC00389,AUTHORED_BY,U0129,Department,REPORTS_TO,Person
DOC00389,BELONGS_TO,D007,Department,REPORTS_TO,Department
DOC00389,RELATED_TO,PRJ006,Department,FOLLOWS,Project
DOC00390,AUTHORED_BY,U0057,Department,MANAGES,Person
DOC00390,BELONGS_TO,D007,Department,MEMBER_OF,Department
DOC00390,RELATED_TO,PRJ004,Department,REFERENCES,Project
DOC00391,AUTHORED_BY,U0073,Department,MANAGES,Person
DOC00391,BELONGS_TO,D003,Department,BELONGS_TO,Department
DOC00391,RELATED_TO,PRJ013,Department,REFERENCES,Project
DOC00392,AUTHORED_BY,U0119,Department,REFERENCES,Person
DOC00392,BELONGS_TO,D008,Department,AUTHORED_BY,Department
DOC00393,AUTHORED_BY,U0149,Department,REPORTS_TO,Person
DOC00393,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00394,AUTHORED_BY,U0023,Department,PART_OF,Person
DOC00394,BELONGS_TO,D001,Department,SPONSORS,Department
DOC00394,RELATED_TO,PRJ014,Department,WORKS_IN,Project
DOC00395,AUTHORED_BY,U0055,Department,REPORTS_TO,Person
DOC00395,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00395,RELATED_TO,PRJ015,Department,FOLLOWS,Project
DOC00396,AUTHORED_BY,U0015,Department,PART_OF,Person
DOC00396,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00397,AUTHORED_BY,U0043,Department,REFERENCES,Person
DOC00397,BELONGS_TO,D002,Department,DEPENDS_ON,Department
DOC00398,AUTHORED_BY,U0082,Department,FOLLOWS,Person
DOC00398,BELONGS_TO,D003,Department,FOLLOWS,Department
DOC00399,AUTHORED_BY,U0104,Department,SPONSORS,Person
DOC00399,BELONGS_TO,D001,Department,REFERENCES,Department
DOC00399,RELATED_TO,PRJ013,Department,REFERENCES,Project
DOC00400,AUTHORED_BY,U0095,Department,REPORTS_TO,Person
DOC00400,BELONGS_TO,D001,Department,PART_OF,Department
DOC00400,RELATED_TO,PRJ014,Department,FOLLOWS,Project
TSK0001,ASSIGNED_TO,U0047,Task,REFERENCES,Person
TSK0001,PART_OF,PRJ012,Task,RELATED_TO,Project
TSK0001,REPORTED_BY,U0141,Task,WORKS_IN,Person
TSK0002,ASSIGNED_TO,U0109,Task,MANAGES,Person
TSK0002,PART_OF,PRJ013,Task,SPONSORS,Project
TSK0002,REPORTED_BY,U0016,Task,MANAGES,Person
TSK0003,ASSIGNED_TO,U0012,Task,RELATED_TO,Person
TSK0003,PART_OF,PRJ001,Task,WORKS_IN,Project
TSK0003,REPORTED_BY,U0017,Task,AUTHORED_BY,Person
TSK0004,ASSIGNED_TO,U0041,Task,REPORTS_TO,Person
TSK0004,PART_OF,PRJ015,Task,REFERENCES,Project
TSK0004,REPORTED_BY,U0010,Task,AUTHORED_BY,Person
TSK0005,ASSIGNED_TO,U0124,Task,MANAGES,Person
TSK0005,PART_OF,PRJ013,Task,MEMBER_OF,Project
TSK0005,REPORTED_BY,U0085,Task,PART_OF,Person
TSK0006,ASSIGNED_TO,U0039,Task,PART_OF,Person
TSK0006,PART_OF,PRJ010,Task,BELONGS_TO,Project
TSK0006,REPORTED_BY,U0023,Task,REPORTS_TO,Person
TSK0007,ASSIGNED_TO,U0117,Task,ASSIGNED_TO,Person
TSK0007,PART_OF,PRJ003,Task,REFERENCES,Project
TSK0007,REPORTED_BY,U0128,Task,RELATED_TO,Person
TSK0008,ASSIGNED_TO,U0130,Task,PART_OF,Person
TSK0008,PART_OF,PRJ019,Task,MEMBER_OF,Project
TSK0008,REPORTED_BY,U0127,Task,AUTHORED_BY,Person
TSK0009,ASSIGNED_TO,U0018,Task,DEPENDS_ON,Person
TSK0009,PART_OF,PRJ004,Task,MANAGES,Project
TSK0009,REPORTED_BY,U0005,Task,BELONGS_TO,Person
TSK0010,ASSIGNED_TO,U0063,Task,REPORTS_TO,Person
TSK0010,PART_OF,PRJ002,Task,BELONGS_TO,Project
TSK0010,REPORTED_BY,U0098,Task,REFERENCES,Person
TSK0011,ASSIGNED_TO,U0011,Task,ASSIGNED_TO,Person
TSK0011,PART_OF,PRJ013,Task,REPORTS_TO,Project
TSK0011,REPORTED_BY,U0112,Task,ASSIGNED_TO,Person
TSK0012,ASSIGNED_TO,U0081,Task,REPORTS_TO,Person
TSK0012,PART_OF,PRJ007,Task,MEMBER_OF,Project
TSK0012,REPORTED_BY,U0068,Task,REPORTS_TO,Person
TSK0013,ASSIGNED_TO,U0094,Task,SPONSORS,Person
TSK0013,PART_OF,PRJ013,Task,PART_OF,Project
TSK0013,REPORTED_BY,U0007,Task,REPORTS_TO,Person
TSK0014,ASSIGNED_TO,U0121,Task,SPONSORS,Person
TSK0014,PART_OF,PRJ012,Task,DEPENDS_ON,Project
TSK0014,REPORTED_BY,U0047,Task,REPORTS_TO,Person
TSK0015,ASSIGNED_TO,U0067,Task,REFERENCES,Person
TSK0015,PART_OF,PRJ001,Task,SPONSORS,Project
TSK0015,REPORTED_BY,U0140,Task,AUTHORED_BY,Person
TSK0016,ASSIGNED_TO,U0013,Task,MANAGES,Person
TSK0016,PART_OF,PRJ002,Task,WORKS_IN,Project
TSK0016,REPORTED_BY,U0070,Task,FOLLOWS,Person
TSK0017,ASSIGNED_TO,U0118,Task,WORKS_IN,Person
TSK0017,PART_OF,PRJ018,Task,REFERENCES,Project
TSK0017,REPORTED_BY,U0140,Task,FOLLOWS,Person
TSK0018,ASSIGNED_TO,U0019,Task,FOLLOWS,Person
TSK0018,PART_OF,PRJ008,Task,REFERENCES,Project
TSK0018,REPORTED_BY,U0141,Task,PART_OF,Person
TSK0019,ASSIGNED_TO,U0127,Task,PART_OF,Person
TSK0019,PART_OF,PRJ004,Task,REFERENCES,Project
TSK0019,REPORTED_BY,U0092,Task,WORKS_IN,Person
TSK0020,ASSIGNED_TO,U0059,Task,BELONGS_TO,Person
TSK0020,PART_OF,PRJ003,Task,MANAGES,Project
TSK0020,REPORTED_BY,U0048,Task,BELONGS_TO,Person
TSK0021,ASSIGNED_TO,U0101,Task,RELATED_TO,Person
TSK0021,PART_OF,PRJ016,Task,SPONSORS,Project
TSK0021,REPORTED_BY,U0150,Task,MEMBER_OF,Person
TSK0022,ASSIGNED_TO,U0082,Task,DEPENDS_ON,Person
TSK0022,PART_OF,PRJ018,Task,DEPENDS_ON,Project
TSK0022,REPORTED_BY,U0021,Task,REPORTS_TO,Person
TSK0023,ASSIGNED_TO,U0072,Task,REFERENCES,Person
TSK0023,PART_OF,PRJ010,Task,AUTHORED_BY,Project
TSK0023,REPORTED_BY,U0065,Task,DEPENDS_ON,Person
TSK0024,ASSIGNED_TO,U0148,Task,PART_OF,Person
TSK0024,PART_OF,PRJ013,Task,ASSIGNED_TO,Project
TSK0024,REPORTED_BY,U0120,Task,SPONSORS,Person
TSK0025,ASSIGNED_TO,U0104,Task,AUTHORED_BY,Person
TSK0025,PART_OF,PRJ001,Task,RELATED_TO,Project
TSK0025,REPORTED_BY,U0057,Task,PART_OF,Person
TSK0026,ASSIGNED_TO,U0128,Task,WORKS_IN,Person
TSK0026,PART_OF,PRJ003,Task,RELATED_TO,Project
TSK0026,REPORTED_BY,U0096,Task,AUTHORED_BY,Person
TSK0027,ASSIGNED_TO,U0053,Task,DEPENDS_ON,Person
TSK0027,PART_OF,PRJ018,Task,MANAGES,Project
TSK0027,REPORTED_BY,U0036,Task,DEPENDS_ON,Person
TSK0028,ASSIGNED_TO,U0034,Task,BELONGS_TO,Person
TSK0028,PART_OF,PRJ014,Task,RELATED_TO,Project
TSK0028,REPORTED_BY,U0062,Task,BELONGS_TO,Person
TSK0029,ASSIGNED_TO,U0122,Task,AUTHORED_BY,Person
TSK0029,PART_OF,PRJ009,Task,FOLLOWS,Project
TSK0029,REPORTED_BY,U0079,Task,REPORTS_TO,Person
TSK0030,ASSIGNED_TO,U0139,Task,AUTHORED_BY,Person
TSK0030,PART_OF,PRJ013,Task,SPONSORS,Project
TSK0030,REPORTED_BY,U0116,Task,ASSIGNED_TO,Person
TSK0031,ASSIGNED_TO,U0038,Task,BELONGS_TO,Person
TSK0031,PART_OF,PRJ011,Task,REFERENCES,Project
TSK0031,REPORTED_BY,U0109,Task,MEMBER_OF,Person
TSK0032,ASSIGNED_TO,U0119,Task,FOLLOWS,Person
TSK0032,PART_OF,PRJ009,Task,PART_OF,Project
TSK0032,REPORTED_BY,U0109,Task,BELONGS_TO,Person
TSK0033,ASSIGNED_TO,U0041,Task,WORKS_IN,Person
TSK0033,PART_OF,PRJ003,Task,RELATED_TO,Project
TSK0033,REPORTED_BY,U0150,Task,DEPENDS_ON,Person
TSK0034,ASSIGNED_TO,U0081,Task,ASSIGNED_TO,Person
TSK0034,PART_OF,PRJ016,Task,MEMBER_OF,Project
TSK0034,REPORTED_BY,U0016,Task,PART_OF,Person
TSK0035,ASSIGNED_TO,U0139,Task,SPONSORS,Person
TSK0035,PART_OF,PRJ019,Task,BELONGS_TO,Project
TSK0035,REPORTED_BY,U0037,Task,ASSIGNED_TO,Person
TSK0036,ASSIGNED_TO,U0033,Task,REPORTS_TO,Person
TSK0036,PART_OF,PRJ012,Task,REFERENCES,Project
TSK0036,REPORTED_BY,U0024,Task,BELONGS_TO,Person
TSK0037,ASSIGNED_TO,U0125,Task,ASSIGNED_TO,Person
TSK0037,PART_OF,PRJ002,Task,ASSIGNED_TO,Project
TSK0037,REPORTED_BY,U0058,Task,SPONSORS,Person
TSK0038,ASSIGNED_TO,U0082,Task,REPORTS_TO,Person
TSK0038,PART_OF,PRJ009,Task,WORKS_IN,Project
TSK0038,REPORTED_BY,U0109,Task,MEMBER_OF,Person
TSK0039,ASSIGNED_TO,U0142,Task,FOLLOWS,Person
TSK0039,PART_OF,PRJ003,Task,ASSIGNED_TO,Project
TSK0039,REPORTED_BY,U0134,Task,REFERENCES,Person
TSK0040,ASSIGNED_TO,U0115,Task,ASSIGNED_TO,Person
TSK0040,PART_OF,PRJ004,Task,RELATED_TO,Project
TSK0040,REPORTED_BY,U0055,Task,REFERENCES,Person
TSK0041,ASSIGNED_TO,U0029,Task,BELONGS_TO,Person
TSK0041,PART_OF,PRJ002,Task,PART_OF,Project
TSK0041,REPORTED_BY,U0129,Task,WORKS_IN,Person
TSK0042,ASSIGNED_TO,U0052,Task,REFERENCES,Person
TSK0042,PART_OF,PRJ006,Task,FOLLOWS,Project
TSK0042,REPORTED_BY,U0002,Task,PART_OF,Person
TSK0043,ASSIGNED_TO,U0110,Task,MEMBER_OF,Person
TSK0043,PART_OF,PRJ018,Task,DEPENDS_ON,Project
TSK0043,REPORTED_BY,U0122,Task,RELATED_TO,Person
TSK0044,ASSIGNED_TO,U0035,Task,FOLLOWS,Person
TSK0044,PART_OF,PRJ009,Task,BELONGS_TO,Project
TSK0044,REPORTED_BY,U0131,Task,AUTHORED_BY,Person
TSK0045,ASSIGNED_TO,U0096,Task,MANAGES,Person
TSK0045,PART_OF,PRJ005,Task,BELONGS_TO,Project
TSK0045,REPORTED_BY,U0116,Task,MEMBER_OF,Person
TSK0046,ASSIGNED_TO,U0067,Task,REFERENCES,Person
TSK0046,PART_OF,PRJ006,Task,REPORTS_TO,Project
TSK0046,REPORTED_BY,U0038,Task,RELATED_TO,Person
TSK0047,ASSIGNED_TO,U0124,Task,MANAGES,Person
TSK0047,PART_OF,PRJ012,Task,REPORTS_TO,Project
TSK0047,REPORTED_BY,U0110,Task,BELONGS_TO,Person
TSK0048,ASSIGNED_TO,U0137,Task,SPONSORS,Person
TSK0048,PART_OF,PRJ012,Task,REFERENCES,Project
TSK0048,REPORTED_BY,U0014,Task,AUTHORED_BY,Person
TSK0049,ASSIGNED_TO,U0114,Task,DEPENDS_ON,Person
TSK0049,PART_OF,PRJ008,Task,AUTHORED_BY,Project
TSK0049,REPORTED_BY,U0102,Task,MANAGES,Person
TSK0050,ASSIGNED_TO,U0114,Task,FOLLOWS,Person
TSK0050,PART_OF,PRJ011,Task,SPONSORS,Project
TSK0050,REPORTED_BY,U0116,Task,MEMBER_OF,Person
TSK0051,ASSIGNED_TO,U0143,Task,MEMBER_OF,Person
TSK0051,PART_OF,PRJ012,Task,PART_OF,Project
TSK0051,REPORTED_BY,U0005,Task,DEPENDS_ON,Person
TSK0052,ASSIGNED_TO,U0090,Task,AUTHORED_BY,Person
TSK0052,PART_OF,PRJ017,Task,SPONSORS,Project
TSK0052,REPORTED_BY,U0110,Task,RELATED_TO,Person
TSK0053,ASSIGNED_TO,U0054,Task,DEPENDS_ON,Person
TSK0053,PART_OF,PRJ005,Task,MANAGES,Project
TSK0053,REPORTED_BY,U0087,Task,FOLLOWS,Person
TSK0054,ASSIGNED_TO,U0096,Task,ASSIGNED_TO,Person
TSK0054,PART_OF,PRJ010,Task,FOLLOWS,Project
TSK0054,REPORTED_BY,U0057,Task,ASSIGNED_TO,Person
TSK0055,ASSIGNED_TO,U0016,Task,WORKS_IN,Person
TSK0055,PART_OF,PRJ005,Task,REPORTS_TO,Project
TSK0055,REPORTED_BY,U0138,Task,DEPENDS_ON,Person
TSK0056,ASSIGNED_TO,U0063,Task,BELONGS_TO,Person
TSK0056,PART_OF,PRJ020,Task,AUTHORED_BY,Project
TSK0056,REPORTED_BY,U0148,Task,MANAGES,Person
TSK0057,ASSIGNED_TO,U0059,Task,REFERENCES,Person
TSK0057,PART_OF,PRJ018,Task,AUTHORED_BY,Project
TSK0057,REPORTED_BY,U0009,Task,REPORTS_TO,Person
TSK0058,ASSIGNED_TO,U0101,Task,REFERENCES,Person
TSK0058,PART_OF,PRJ019,Task,DEPENDS_ON,Project
TSK0058,REPORTED_BY,U0039,Task,ASSIGNED_TO,Person
TSK0059,ASSIGNED_TO,U0099,Task,DEPENDS_ON,Person
TSK0059,PART_OF,PRJ003,Task,SPONSORS,Project
TSK0059,REPORTED_BY,U0024,Task,AUTHORED_BY,Person
TSK0060,ASSIGNED_TO,U0033,Task,REFERENCES,Person
TSK0060,PART_OF,PRJ008,Task,RELATED_TO,Project
TSK0060,REPORTED_BY,U0135,Task,DEPENDS_ON,Person
TSK0061,ASSIGNED_TO,U0126,Task,MANAGES,Person
TSK0061,PART_OF,PRJ017,Task,MEMBER_OF,Project
TSK0061,REPORTED_BY,U0094,Task,RELATED_TO,Person
TSK0062,ASSIGNED_TO,U0008,Task,MANAGES,Person
TSK0062,PART_OF,PRJ017,Task,DEPENDS_ON,Project
TSK0062,REPORTED_BY,U0032,Task,WORKS_IN,Person
TSK0063,ASSIGNED_TO,U0072,Task,REFERENCES,Person
TSK0063,PART_OF,PRJ017,Task,RELATED_TO,Project
TSK0063,REPORTED_BY,U0135,Task,SPONSORS,Person
TSK0064,ASSIGNED_TO,U0135,Task,BELONGS_TO,Person
TSK0064,PART_OF,PRJ010,Task,REFERENCES,Project
TSK0064,REPORTED_BY,U0097,Task,REFERENCES,Person
TSK0065,ASSIGNED_TO,U0020,Task,DEPENDS_ON,Person
TSK0065,PART_OF,PRJ002,Task,MEMBER_OF,Project
TSK0065,REPORTED_BY,U0092,Task,MANAGES,Person
TSK0066,ASSIGNED_TO,U0086,Task,ASSIGNED_TO,Person
TSK0066,PART_OF,PRJ005,Task,REPORTS_TO,Project
TSK0066,REPORTED_BY,U0068,Task,FOLLOWS,Person
TSK0067,ASSIGNED_TO,U0102,Task,REFERENCES,Person
TSK0067,PART_OF,PRJ007,Task,REFERENCES,Project
TSK0067,REPORTED_BY,U0103,Task,ASSIGNED_TO,Person
TSK0068,ASSIGNED_TO,U0003,Task,AUTHORED_BY,Person
TSK0068,PART_OF,PRJ013,Task,BELONGS_TO,Project
TSK0068,REPORTED_BY,U0076,Task,REFERENCES,Person
TSK0069,ASSIGNED_TO,U0059,Task,REFERENCES,Person
TSK0069,PART_OF,PRJ005,Task,WORKS_IN,Project
TSK0069,REPORTED_BY,U0075,Task,RELATED_TO,Person
TSK0070,ASSIGNED_TO,U0120,Task,WORKS_IN,Person
TSK0070,PART_OF,PRJ012,Task,MANAGES,Project
TSK0070,REPORTED_BY,U0112,Task,AUTHORED_BY,Person
TSK0071,ASSIGNED_TO,U0140,Task,AUTHORED_BY,Person
TSK0071,PART_OF,PRJ010,Task,MEMBER_OF,Project
TSK0071,REPORTED_BY,U0034,Task,MEMBER_OF,Person
TSK0072,ASSIGNED_TO,U0013,Task,REPORTS_TO,Person
